image_path,user_id,vehicle_location,user_location,label
data\face\lfw-deepfunneled/Paradorn_Srichaphan/Paradorn_Srichaphan_0007.jpg,1225,40.71057578931596;-74.00336888265439,40.71051206242858;-74.00344384688292,1
data\face\lfw-deepfunneled/Renee_Zellweger/Renee_Zellweger_0010.jpg,1332,40.917630233468074;-73.76384444953429,40.91761464542301;-73.76392456749973,1
data\face\lfw-deepfunneled/Tiger_Woods/Tiger_Woods_0009.jpg,1557,40.50096595714575;-73.86453737182534,40.746938593278976;-73.97074433256965,0
data\face\lfw-deepfunneled/Larry_Johnson/Larry_Johnson_0001.jpg,926,40.71132442962191;-74.00739141391428,40.71125600178978;-74.00739632179129,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0187.jpg,532,40.74898899279738;-73.96798603075604,40.74889732193293;-73.96800661536919,1
data\face\lfw-deepfunneled/James_Kopp/James_Kopp_0004.jpg,670,40.7127132051825;-74.00595835189995,40.74983850102165;-73.96928573633463,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0064.jpg,532,40.75800044708442;-73.98529299719996,40.71276370964592;-74.00564171206571,0
data\face\lfw-deepfunneled/Mohamed_ElBaradei/Mohamed_ElBaradei_0008.jpg,1150,40.74966788613654;-73.96825246235095,40.712794027091455;-74.00600376286702,0
data\face\lfw-deepfunneled/Paul_Byrd/Paul_Byrd_0002.jpg,1245,40.755903155310925;-73.98498250640817,40.74898765440463;-73.96809162102049,0
data\face\lfw-deepfunneled/Katherine_Harris/Katherine_Harris_0001.jpg,870,40.74895312886469;-73.96786131151974,40.74880058247447;-73.96807734961298,1
data\face\lfw-deepfunneled/Ian_McKellen/Ian_McKellen_0002.jpg,633,40.71317963496554;-74.00491361863423,40.71312785118571;-74.00511735583846,1
data\face\lfw-deepfunneled/Paul_Sarbanes/Paul_Sarbanes_0001.jpg,1256,40.70962462465948;-74.18360362626596,40.74644359262381;-73.967820599606,0
data\face\lfw-deepfunneled/Jennifer_Garner/Jennifer_Garner_0012.jpg,723,40.75767896515645;-73.98509360356798,40.75767568807616;-73.98506941315406,1
data\face\lfw-deepfunneled/Tony_Blair/Tony_Blair_0142.jpg,1588,40.758231795299;-73.98545218291713,40.71293667772784;-74.00442935254608,0
data\face\lfw-deepfunneled/Bill_Paxton/Bill_Paxton_0004.jpg,167,40.70962848587794;-74.00642178802704,40.70961898973472;-74.00638619027737,1
data\face\lfw-deepfunneled/Pat_Burns/Pat_Burns_0002.jpg,1230,40.75888340214132;-73.98770478542241,40.74652102503164;-73.97081988657771,0
data\face\lfw-deepfunneled/Jacqueline_Obradors/Jacqueline_Obradors_0001.jpg,655,40.748725815751264;-73.96821366104267,40.71559551223527;-74.00302401180848,0
data\face\lfw-deepfunneled/Zhu_Rongji/Zhu_Rongji_0006.jpg,1676,40.71323068471501;-74.00968456706003,40.7130954362947;-74.00973284339268,1
data\face\lfw-deepfunneled/Jennifer_Aniston/Jennifer_Aniston_0013.jpg,720,40.76066397705932;-73.98451957156323,40.71271438525203;-74.00608624867348,0
data\face\lfw-deepfunneled/Jack_Straw/Jack_Straw_0014.jpg,653,40.71287279938259;-74.00562766912056,40.74718688264136;-73.9679566097039,0
data\face\lfw-deepfunneled/Ron_Howard/Ron_Howard_0001.jpg,1413,40.75944476582554;-74.2160486136638,40.71272500592031;-74.00590967416002,0
data\face\lfw-deepfunneled/Ruben_Studdard/Ruben_Studdard_0001.jpg,1421,40.75823629641884;-73.98620986476821,40.758155583178926;-73.98622665365761,1
data\face\lfw-deepfunneled/Brian_Heidik/Brian_Heidik_0002.jpg,199,40.74879370673628;-73.96800784584089,40.75801079642515;-73.98514359292744,0
data\face\lfw-deepfunneled/Taha_Yassin_Ramadan/Taha_Yassin_Ramadan_0005.jpg,1531,40.71312102499768;-74.00669387089528,40.720382623837686;-73.70326451563416,0
data\face\lfw-deepfunneled/Ana_Palacio/Ana_Palacio_0003.jpg,74,40.758018254636845;-73.98557145519675,40.75800113410415;-73.98549872443414,1
data\face\lfw-deepfunneled/Luis_Gonzalez_Macchi/Luis_Gonzalez_Macchi_0003.jpg,991,40.7502946435602;-73.96828588944385,40.75026872508432;-73.96821193959481,1
data\face\lfw-deepfunneled/Jeremy_Greenstock/Jeremy_Greenstock_0020.jpg,730,40.7470559903398;-73.96895197046203,40.7473045311849;-73.9690417243138,1
data\face\lfw-deepfunneled/Igor_Ivanov/Igor_Ivanov_0006.jpg,637,40.75816681523756;-73.98278788399458,40.75804146286839;-73.98280877589295,1
data\face\lfw-deepfunneled/Kofi_Annan/Kofi_Annan_0031.jpg,908,40.75762419605027;-73.98511765009094,40.75004637829791;-73.96798380275278,0
data\face\lfw-deepfunneled/John_Edwards/John_Edwards_0001.jpg,775,40.748966276346735;-73.96806015534315,40.7490716504687;-73.9680807782063,1
data\face\lfw-deepfunneled/Jacques_Chirac/Jacques_Chirac_0028.jpg,656,40.51514661323981;-73.83761448379114,40.71436528436543;-74.00527321948178,0
data\face\lfw-deepfunneled/John_Snow/John_Snow_0003.jpg,796,40.71246884700684;-74.00517752055868,40.75843018510464;-73.9853229593616,0
data\face\lfw-deepfunneled/Nestor_Kirchner/Nestor_Kirchner_0025.jpg,1189,40.74908890909619;-73.96787715885948,40.74905853185794;-73.96806664590198,1
data\face\lfw-deepfunneled/John_Rowland/John_Rowland_0001.jpg,794,40.74889416303392;-73.96802983069725,40.74892031952387;-73.96799492953497,1
data\face\lfw-deepfunneled/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0003.jpg,127,40.51441816346085;-74.09711600690972,40.6627905662595;-73.70984162015674,0
data\face\lfw-deepfunneled/Christina_Aguilera/Christina_Aguilera_0002.jpg,282,40.74882397976855;-73.96794690106321,40.757085475606;-73.98408515855279,0
data\face\lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0022.jpg,537,40.74863064208169;-73.96791392588713,40.74890236879517;-73.96800445761372,1
data\face\lfw-deepfunneled/David_Wolf/David_Wolf_0002.jpg,355,40.7166102664556;-74.00456474940327,40.584130222169;-73.9510092003962,0
data\face\lfw-deepfunneled/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0030.jpg,116,40.75126705626058;-73.96965171043198,40.75797194216897;-73.98490223420511,0
data\face\lfw-deepfunneled/Donald_Rumsfeld/Donald_Rumsfeld_0054.jpg,392,40.67605233721067;-74.12067654976599,40.67615117718838;-74.12063136315213,1
data\face\lfw-deepfunneled/Jacques_Rogge/Jacques_Rogge_0009.jpg,657,40.74897990748355;-73.96787155007918,40.74882397976855;-73.96794690106321,1
data\face\lfw-deepfunneled/Akbar_Hashemi_Rafsanjani/Akbar_Hashemi_Rafsanjani_0001.jpg,24,40.75075268273292;-73.96848013797143,40.71048478849253;-74.00717081014734,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0195.jpg,532,40.79294880167638;-74.19223475670361,40.74989430564516;-73.96788660076582,0
data\face\lfw-deepfunneled/Pierce_Brosnan/Pierce_Brosnan_0007.jpg,1288,40.70399718112407;-74.17322897745804,40.74893811113243;-73.96773409633902,0
data\face\lfw-deepfunneled/Hugo_Chavez/Hugo_Chavez_0070.jpg,630,40.71289593839845;-74.00553303698983,40.75532330885629;-73.98497269703476,0
data\face\lfw-deepfunneled/George_HW_Bush/George_HW_Bush_0007.jpg,521,40.712857827251376;-74.0046221737643,40.74832577421558;-73.96818559341942,0
data\face\lfw-deepfunneled/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0016.jpg,127,40.75047279371212;-73.9662092954446,40.75055828889944;-73.96621945454166,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0414.jpg,532,40.74899011578258;-73.96799289708866,40.749014666439976;-73.96798273017892,1
data\face\lfw-deepfunneled/James_Traficant/James_Traficant_0001.jpg,677,40.74898753503384;-73.96706191235175,40.71302896847121;-74.00580467568335,0
data\face\lfw-deepfunneled/Bill_Frist/Bill_Frist_0002.jpg,161,40.74908076196023;-73.96991281791554,40.74900688062487;-73.96994026143781,1
data\face\lfw-deepfunneled/Larry_Lindsey/Larry_Lindsey_0002.jpg,927,40.712925468242666;-74.00597723532682,40.71279841401211;-74.0060032096542,1
data\face\lfw-deepfunneled/Guillermo_Coria/Guillermo_Coria_0006.jpg,571,40.758402587043626;-73.98492576606422,40.74878809303769;-73.96791424257779,0
data\face\lfw-deepfunneled/Eva_Dimas/Eva_Dimas_0002.jpg,459,40.75805994973884;-73.98554974914562,40.71287578327161;-74.00513315429735,0
data\face\lfw-deepfunneled/Robbie_Fowler/Robbie_Fowler_0002.jpg,1372,40.712553506440734;-74.00585657018748,40.75802450775402;-73.9854263763339,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0093.jpg,309,40.75045289037584;-73.96873644333091,40.75045082158238;-73.96861119016094,1
data\face\lfw-deepfunneled/Junichiro_Koizumi/Junichiro_Koizumi_0007.jpg,856,40.71563060294552;-74.0071098114147,40.75767568807616;-73.98506941315406,0
data\face\lfw-deepfunneled/Rebekah_Chantay_Revels/Rebekah_Chantay_Revels_0004.jpg,1328,40.714114620657874;-74.00520220284854,40.71402889759197;-74.0052894602949,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0134.jpg,532,40.74818839181484;-73.96821467992932,40.74832577421558;-73.96818559341942,1
data\face\lfw-deepfunneled/Dick_Cheney/Dick_Cheney_0001.jpg,378,40.71288638735319;-74.00567387574483,40.712857398159606;-74.00563517356616,1
data\face\lfw-deepfunneled/Chris_Bell/Chris_Bell_0001.jpg,274,40.74722787843901;-73.96785348621667,40.757083468969;-73.98622057791611,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0004.jpg,309,40.71367009938531;-74.00592947418032,40.74896547879859;-73.96812573162123,0
data\face\lfw-deepfunneled/Jose_Serra/Jose_Serra_0006.jpg,832,40.75845147393949;-73.98855003976148,40.74813521363375;-73.97172691736863,0
data\face\lfw-deepfunneled/Julianne_Moore/Julianne_Moore_0007.jpg,852,40.71126758760462;-74.00747290914637,40.71115596945184;-74.00747148079749,1
data\face\lfw-deepfunneled/Michael_Chang/Michael_Chang_0005.jpg,1095,40.748658915388255;-73.96793576525307,40.71511655122112;-74.00683038236257,0
data\face\lfw-deepfunneled/Joe_Dumars/Joe_Dumars_0001.jpg,760,40.7491666683844;-73.96791888477023,40.75763386934268;-73.98743329424936,0
data\face\lfw-deepfunneled/Vanessa_Redgrave/Vanessa_Redgrave_0002.jpg,1612,40.56964834470355;-74.28663652695967,40.75564585247356;-73.98579110274734,0
data\face\lfw-deepfunneled/Paradorn_Srichaphan/Paradorn_Srichaphan_0006.jpg,1225,40.74935572789341;-73.96691765624232,40.7579968871646;-73.9854839446096,0
data\face\lfw-deepfunneled/Kalpana_Chawla/Kalpana_Chawla_0002.jpg,863,40.71318034029852;-74.00611650463136,40.71330236494711;-74.00603026497755,1
data\face\lfw-deepfunneled/Michelle_Branch/Michelle_Branch_0001.jpg,1114,40.71271542499919;-74.00597559287321,40.74892031952387;-73.96799492953497,0
data\face\lfw-deepfunneled/Roger_Federer/Roger_Federer_0012.jpg,1404,40.67559244497864;-73.81285126419179,40.67562191614167;-73.81281110558858,1
data\face\lfw-deepfunneled/Michael_Bloomberg/Michael_Bloomberg_0017.jpg,1092,40.75748933595492;-73.98467348399492,40.75749931049609;-73.98470529708864,1
data\face\lfw-deepfunneled/Mahmoud_Abbas/Mahmoud_Abbas_0020.jpg,1007,40.74808397005973;-73.9654235918662,40.74807050085073;-73.96545909439936,1
data\face\lfw-deepfunneled/Ted_Maher/Ted_Maher_0001.jpg,1539,40.75682916351885;-73.98286473354997,40.7129098972468;-74.00571490513926,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0080.jpg,309,40.75801103121712;-73.98542279470439,40.75019679486281;-73.96572167012782,0
data\face\lfw-deepfunneled/Gus_Van_Sant/Gus_Van_Sant_0002.jpg,574,40.71094454319313;-74.00579655198683,40.74917735122539;-73.9695794476176,0
data\face\lfw-deepfunneled/Diana_Taurasi/Diana_Taurasi_0001.jpg,375,40.74881153082503;-73.96793230062569,40.74878904070461;-73.9681134984065,1
data\face\lfw-deepfunneled/Mike_Martz/Mike_Martz_0005.jpg,1128,40.75851472798539;-73.98576188648192,40.93105203672574;-73.79648459427708,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0107.jpg,309,40.713440360737934;-74.00718736784765,40.71345765058186;-74.0071658546517,1
data\face\lfw-deepfunneled/Joan_Laporta/Joan_Laporta_0004.jpg,756,40.74521545431667;-73.96711556602229,40.74533650098336;-73.96710262593805,1
data\face\lfw-deepfunneled/Kimi_Raikkonen/Kimi_Raikkonen_0001.jpg,901,40.75749282065256;-73.9873793274673,40.75763386934268;-73.98743329424936,1
data\face\lfw-deepfunneled/Tim_Conway/Tim_Conway_0002.jpg,1560,40.74393900284805;-73.97018658825866,40.74391286642013;-73.9702033851955,1
data\face\lfw-deepfunneled/Katherine_Harris/Katherine_Harris_0001.jpg,870,40.74867914543106;-73.96783845395491,40.74869691499908;-73.96789114805699,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0342.jpg,532,40.75803157069229;-73.98512819545294,40.757969365763;-73.98525041113248,1
data\face\lfw-deepfunneled/John_Ashcroft/John_Ashcroft_0009.jpg,769,40.71363734366667;-74.00628730036833,40.71369896011583;-74.00612107487017,1
data\face\lfw-deepfunneled/David_Trimble/David_Trimble_0005.jpg,353,40.526048966269336;-74.2426388866342,40.52612279185041;-74.24267367526114,1
data\face\lfw-deepfunneled/James_Blake/James_Blake_0013.jpg,660,40.71280413389295;-74.00589797262928,40.75640541246625;-73.98581980962925,0
data\face\lfw-deepfunneled/Winona_Ryder/Winona_Ryder_0014.jpg,1653,40.74889354071904;-73.96799320388439,40.76052383630379;-73.98692737446649,0
data\face\lfw-deepfunneled/Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0006.jpg,840,40.75992667113498;-73.98346088206573,40.74610168234838;-73.96645701843082,0
data\face\lfw-deepfunneled/Laila_Ali/Laila_Ali_0001.jpg,918,40.74885974620241;-73.96799410803526,40.712867400880896;-74.0059293818248,0
data\face\lfw-deepfunneled/Jennifer_Garner/Jennifer_Garner_0011.jpg,723,40.710809945352416;-74.00500964345707,40.71090407699759;-74.00506593316415,1
data\face\lfw-deepfunneled/Reese_Witherspoon/Reese_Witherspoon_0002.jpg,1330,40.74865313194871;-73.96800642222863,40.71165578755861;-74.00510341929963,0
data\face\lfw-deepfunneled/Guillermo_Canas/Guillermo_Canas_0002.jpg,570,40.71285464595057;-74.00569210618819,40.85389198918124;-74.01019288667098,0
data\face\lfw-deepfunneled/Robert_Duvall/Robert_Duvall_0008.jpg,1381,40.71207585456897;-74.00439263561033,40.71191584139729;-74.00455229961415,1
data\face\lfw-deepfunneled/Dennis_Kozlowski/Dennis_Kozlowski_0002.jpg,365,40.75798631307365;-73.9852883002224,40.7127542044004;-74.00597938807141,0
data\face\lfw-deepfunneled/Nancy_Demme/Nancy_Demme_0001.jpg,1170,40.71199582652102;-74.00588441290058,40.75799779031231;-73.98548627982184,0
data\face\lfw-deepfunneled/Jia_Qinglin/Jia_Qinglin_0002.jpg,742,40.749395478602366;-73.96669498513866,40.71440039262461;-74.00669474204312,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0132.jpg,532,40.71262292097385;-74.00597266763297,40.71278635377698;-74.00590145843074,1
data\face\lfw-deepfunneled/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0014.jpg,127,40.74908410494416;-73.96803605061379,40.57425871212856;-74.05161938090957,0
data\face\lfw-deepfunneled/Martin_Cauchon/Martin_Cauchon_0001.jpg,1055,40.71272407779081;-74.0066301664122,40.75230717461813;-73.96860659613478,0
data\face\lfw-deepfunneled/Daniel_Day-Lewis/Daniel_Day-Lewis_0003.jpg,329,40.75725382148835;-73.9849197989512,40.75731859375544;-73.9852133690977,1
data\face\lfw-deepfunneled/Pervez_Musharraf/Pervez_Musharraf_0008.jpg,1270,40.75783741360622;-73.9854772733362,40.75789312014581;-73.98542827974208,1
data\face\lfw-deepfunneled/Art_Howe/Art_Howe_0004.jpg,121,40.749943987020444;-73.96654759192265,40.74988542066848;-73.96675790088544,1
data\face\lfw-deepfunneled/Ralf_Schumacher/Ralf_Schumacher_0005.jpg,1316,40.715648003582324;-74.00584776220781,40.71562686194575;-74.00567552467764,1
data\face\lfw-deepfunneled/James_Franco/James_Franco_0001.jpg,665,40.52783640747699;-73.82148955598247,40.748850728550806;-73.96772726802358,0
data\face\lfw-deepfunneled/Roh_Moo-hyun/Roh_Moo-hyun_0027.jpg,1407,40.71286821598702;-74.00592060437693,40.71287648609978;-74.00599563655051,1
data\face\lfw-deepfunneled/Eric_Clapton/Eric_Clapton_0001.jpg,445,40.9950857398858;-74.25456276376603,40.99508789681536;-74.25448906563058,1
data\face\lfw-deepfunneled/Kate_Hudson/Kate_Hudson_0007.jpg,868,40.758166448026856;-73.98508577963632,40.75800272108703;-73.98509019837576,1
data\face\lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0092.jpg,537,40.76150303942276;-73.98543390463416,40.74863720644636;-73.96805138825411,0
data\face\lfw-deepfunneled/Tony_Stewart/Tony_Stewart_0003.jpg,1592,40.75785535610952;-73.98499874992073,40.71082957459426;-74.00560467988913,0
data\face\lfw-deepfunneled/Jesse_Ventura/Jesse_Ventura_0003.jpg,738,40.7483558205087;-73.9693031645265,40.75774098107234;-73.98530900376522,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0010.jpg,532,40.75820440798516;-73.9854623101472,40.71276513288928;-74.00610213864476,0
data\face\lfw-deepfunneled/Juan_Carlos_Ferrero/Juan_Carlos_Ferrero_0010.jpg,840,40.75730627656984;-73.98334909079057,40.712984924522246;-74.00617627544803,0
data\face\lfw-deepfunneled/Julianne_Moore/Julianne_Moore_0008.jpg,852,40.75730958584398;-73.98319530161058,40.71271542499919;-74.00597559287321,0
data\face\lfw-deepfunneled/Mohammed_Al-Douri/Mohammed_Al-Douri_0014.jpg,1152,40.81188609532543;-74.1865896303521,40.7134348296868;-74.00800322235365,0
data\face\lfw-deepfunneled/Lance_Armstrong/Lance_Armstrong_0016.jpg,920,40.75826841086158;-73.98548726240092,40.74854947473733;-73.96880105087057,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0078.jpg,532,40.75762690853317;-73.98568171639761,40.75749538460371;-73.98576657153653,1
data\face\lfw-deepfunneled/Herb_Sendek/Herb_Sendek_0004.jpg,610,40.75835628024907;-73.98552865346204,40.75814170020483;-73.98545610275305,1
data\face\lfw-deepfunneled/Hugo_Chavez/Hugo_Chavez_0053.jpg,630,40.75902437261496;-73.9856609196335,40.74841412027518;-73.96600500474368,0
data\face\lfw-deepfunneled/Bill_Sizemore/Bill_Sizemore_0002.jpg,169,40.75790230050001;-73.98552100229405,40.712233578590336;-74.005348555886,0
data\face\lfw-deepfunneled/Damon_van_Dam/Damon_van_Dam_0002.jpg,326,40.758380116916754;-73.98561948170601,40.75836220167928;-73.98569757289192,1
data\face\lfw-deepfunneled/John_Ashcroft/John_Ashcroft_0001.jpg,769,40.71222639223302;-74.00850934085197,40.75046835675252;-73.96851321256891,0
data\face\lfw-deepfunneled/Mike_Tyson/Mike_Tyson_0003.jpg,1134,40.71113302968419;-74.00600259754734,40.85860961550521;-73.80024101096426,0
data\face\lfw-deepfunneled/Prince_Harry/Prince_Harry_0001.jpg,1295,40.75791487196351;-73.98521774261951,40.712628477854615;-74.00601521188021,0
data\face\lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0005.jpg,1108,40.75435404725862;-73.98698276770816,40.52961165269831;-74.23676183910251,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0183.jpg,309,40.74903114784135;-73.9680371507571,40.74914658580624;-73.96800933342821,1
data\face\lfw-deepfunneled/Michael_Bloomberg/Michael_Bloomberg_0008.jpg,1092,40.75635497157493;-73.98573128480874,40.75639840667992;-73.98582552704052,1
data\face\lfw-deepfunneled/Greg_Rusedski/Greg_Rusedski_0004.jpg,563,40.74661336598011;-73.96861197533428,40.74649180236542;-73.96865850892631,1
data\face\lfw-deepfunneled/Ana_Guevara/Ana_Guevara_0007.jpg,73,40.71257512048379;-74.00576019869219,40.74870276165449;-73.96781874442411,0
data\face\lfw-deepfunneled/Jong_Wook_Lee/Jong_Wook_Lee_0001.jpg,819,40.74903777585765;-73.96774795346887,40.68177907767415;-73.9811084436173,0
data\face\lfw-deepfunneled/Serena_Williams/Serena_Williams_0030.jpg,1468,40.74914964754648;-73.96810220146726,40.7490716504687;-73.9680807782063,1
data\face\lfw-deepfunneled/Markus_Naslund/Markus_Naslund_0002.jpg,1047,40.75980483409524;-73.98532054907425,40.75976679486602;-73.98538487554967,1
data\face\lfw-deepfunneled/Candice_Bergen/Candice_Bergen_0001.jpg,217,40.71509301559441;-74.00649838661704,40.758226540900125;-73.98482979981215,0
data\face\lfw-deepfunneled/Oswaldo_Paya/Oswaldo_Paya_0002.jpg,1219,40.74867535872999;-73.9657534110742,40.74877277048801;-73.96573483398011,1
data\face\lfw-deepfunneled/James_Ivory/James_Ivory_0002.jpg,667,40.75036279644467;-73.9672483587451,40.71295605920303;-74.00600543139839,0
data\face\lfw-deepfunneled/Grant_Hackett/Grant_Hackett_0003.jpg,558,40.74710218308009;-73.96675579667146,40.7470217383288;-73.96685128576301,1
data\face\lfw-deepfunneled/Max_Mayfield/Max_Mayfield_0002.jpg,1080,40.71339370157598;-74.00725333858051,40.71341872576185;-74.00725982134476,1
data\face\lfw-deepfunneled/Benjamin_Netanyahu/Benjamin_Netanyahu_0002.jpg,146,40.970530850932256;-73.77937590947172,40.97056779242522;-73.77951378590242,1
data\face\lfw-deepfunneled/Lynn_Abraham/Lynn_Abraham_0001.jpg,997,40.7244558612964;-73.97769840703758,40.748904852111735;-73.96794069126473,0
data\face\lfw-deepfunneled/Xanana_Gusmao/Xanana_Gusmao_0002.jpg,1657,40.75732776266473;-73.98567473940187,40.75740481985905;-73.9857175004729,1
data\face\lfw-deepfunneled/Carlos_Menem/Carlos_Menem_0009.jpg,226,40.74796528921036;-73.96883321567874,40.71199582652102;-74.00588441290058,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0164.jpg,309,40.75762637279669;-73.98535338604968,40.77454161128436;-73.95020091216901,0
data\face\lfw-deepfunneled/Pamela_Anderson/Pamela_Anderson_0003.jpg,1224,40.55522013494573;-74.04827817990275,40.55520474883837;-74.04829177439748,1
data\face\lfw-deepfunneled/Serena_Williams/Serena_Williams_0050.jpg,1468,40.75881403574629;-73.9859329932467,40.75870948189288;-73.98592726770285,1
data\face\lfw-deepfunneled/Jamling_Norgay/Jamling_Norgay_0002.jpg,680,40.75785053176067;-73.98552100995364,40.757977140596985;-73.98540127267613,1
data\face\lfw-deepfunneled/Gwyneth_Paltrow/Gwyneth_Paltrow_0001.jpg,579,40.74710821559035;-73.96757129506982,40.71173004651894;-74.00514354716505,0
data\face\lfw-deepfunneled/Andy_Roddick/Andy_Roddick_0009.jpg,85,40.74906803827408;-73.968120310382,40.74889214005719;-73.96813678192599,1
data\face\lfw-deepfunneled/Halle_Berry/Halle_Berry_0011.jpg,583,40.71188783953178;-74.00943007692233,40.749553963084246;-73.97179836912784,0
data\face\lfw-deepfunneled/Tony_Blair/Tony_Blair_0044.jpg,1588,40.71268578292579;-74.00531529537285,40.75963861109744;-73.98590438210802,0
data\face\lfw-deepfunneled/Shane_Warne/Shane_Warne_0002.jpg,1474,40.71156162578976;-74.00804264713584,40.71148629412146;-74.00798003376683,1
data\face\lfw-deepfunneled/Brooke_Shields/Brooke_Shields_0002.jpg,206,40.82802288447434;-73.77087781725692,40.82807304592372;-73.77088711950759,1
data\face\lfw-deepfunneled/Paul_Bremer/Paul_Bremer_0020.jpg,1243,40.71060240096001;-74.00340574217012,40.71051206242858;-74.00344384688292,1
data\face\lfw-deepfunneled/Peter_Arnett/Peter_Arnett_0001.jpg,1274,40.75799404311604;-73.98581085792131,40.711269502908905;-74.00536378937139,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0330.jpg,532,40.74904870149675;-73.96826683960845,40.74895417336881;-73.96800081100093,1
data\face\lfw-deepfunneled/Phan_Van_Khai/Phan_Van_Khai_0002.jpg,1283,40.71219355393211;-74.00594078824864,40.712044815512805;-74.00595663325498,1
data\face\lfw-deepfunneled/Joschka_Fischer/Joschka_Fischer_0006.jpg,825,40.71274515466502;-74.00627990493406,40.71256467177369;-74.00626153138685,1
data\face\lfw-deepfunneled/Kathleen_Kennedy_Townsend/Kathleen_Kennedy_Townsend_0002.jpg,872,40.75626544479348;-73.98839195346066,40.75621856266219;-73.98842813055987,1
data\face\lfw-deepfunneled/Rudolph_Giuliani/Rudolph_Giuliani_0006.jpg,1423,40.71144603496327;-74.00639199358918,40.7488920357944;-73.9680077349691,0
data\face\lfw-deepfunneled/Jerry_Springer/Jerry_Springer_0001.jpg,734,40.712975005414094;-74.00606241516785,40.74914080737829;-73.96810488801779,0
data\face\lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0053.jpg,537,40.715070002903545;-74.00553385964653,40.71506506723371;-74.00545902816285,1
data\face\lfw-deepfunneled/John_Paul_II/John_Paul_II_0007.jpg,789,40.75795403801092;-73.98563102442775,40.53204229380204;-74.19229984370338,0
data\face\lfw-deepfunneled/Paul_Martin/Paul_Martin_0001.jpg,1250,40.91947364847624;-73.74107498594478,40.91952458403968;-73.74114668354827,1
data\face\lfw-deepfunneled/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0029.jpg,549,40.757713466997146;-73.98563384568135,40.71188783953178;-74.00943007692233,0
data\face\lfw-deepfunneled/Robert_Blackwill/Robert_Blackwill_0002.jpg,1375,40.75805326911755;-73.98549082106337,40.75806133807734;-73.98551964443594,1
data\face\lfw-deepfunneled/Serena_Williams/Serena_Williams_0010.jpg,1468,40.74604435204339;-73.96922859187895,40.74600174925621;-73.96901322176556,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0207.jpg,532,40.76084423395107;-73.98597759039279,40.79294880167638;-74.19223475670361,0
data\face\lfw-deepfunneled/Serena_Williams/Serena_Williams_0001.jpg,1468,40.74877835098351;-73.96699910332659,40.74871581687626;-73.96702666013812,1
data\face\lfw-deepfunneled/Junichiro_Koizumi/Junichiro_Koizumi_0034.jpg,856,40.749041468561465;-73.96832790809447,40.75764105905009;-73.98407451009376,0
data\face\lfw-deepfunneled/Michael_Schumacher/Michael_Schumacher_0005.jpg,1108,40.75611375840771;-73.98585542633337,40.756075511250806;-73.9857152503617,1
data\face\lfw-deepfunneled/Gus_Van_Sant/Gus_Van_Sant_0002.jpg,574,40.709562186621994;-74.00253880096264,40.70951833966702;-74.00247036132663,1
data\face\lfw-deepfunneled/Georgi_Parvanov/Georgi_Parvanov_0002.jpg,533,40.75625206936223;-73.9832692435691,40.74938203582317;-73.96736711886865,0
data\face\lfw-deepfunneled/Sarah_Jessica_Parker/Sarah_Jessica_Parker_0005.jpg,1451,40.71431650590245;-74.00598126662199,40.714413023016256;-74.0060506471721,1
data\face\lfw-deepfunneled/Bill_Gates/Bill_Gates_0014.jpg,162,40.75748231226247;-73.98358572579566,40.75734168983589;-73.98376687707044,1
data\face\lfw-deepfunneled/Queen_Rania/Queen_Rania_0001.jpg,1310,40.757254851194354;-73.98527046702675,40.60999973611831;-74.01247024553989,0
data\face\lfw-deepfunneled/Paul-Henri_Mathieu/Paul-Henri_Mathieu_0002.jpg,1242,40.91946558711271;-73.7411643702759,40.91952458403968;-73.74114668354827,1
